timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1281794400,Aug 14 2010 - 2:00pm,complete,14010,Swansea City,Preston North End,Steve Rushton,2,0.00,0.00,2.21,0.74,4,0,4,3,3,0,"23,40,44,56","",-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Liberty Stadium (Swansea)
1281794400,Aug 14 2010 - 2:00pm,complete,19317,Ipswich Town,Burnley,N/A,2,0.00,0.00,1.43,1.13,1,1,2,0,0,0,"86","90",-1,-1,0,0,2,1,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Portman Road (Ipswich- Suffolk)
1281794400,Aug 14 2010 - 2:00pm,complete,9291,Doncaster Rovers,Bristol City,Paul Tierney,2,0.00,0.00,1.30,1.13,1,1,2,0,0,0,"90","49",-1,-1,0,0,2,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The Keepmoat Stadium (Doncaster- South Yorkshire)
1281874500,Aug 15 2010 - 12:15pm,complete,24986,Nottingham Forest,Leeds United,Tony Bates,2,0.00,0.00,2.00,1.35,1,1,2,2,1,1,"9","36",-1,-1,3,0,2,0,0,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The City Ground (Nottingham- Nottinghamshire)
1282389300,Aug 21 2010 - 11:15am,complete,13169,Coventry City,Derby County,Eddie Ilderton,3,3.00,3.00,1.39,0.91,2,1,3,1,1,0,"33,80","53",-1,-1,3,0,2,0,0,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,50,100,50,0,0,50,100,0,50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ricoh Arena (Coventry- West Midlands)
1282390200,Aug 21 2010 - 11:30am,complete,25067,Leeds United,Millwall,N/A,3,0.00,3.00,1.78,1.09,3,1,4,2,1,1,"32,79,90","15",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,100,100,0,0,50,100,50,50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Elland Road (Leeds- West Yorkshire)
1282399200,Aug 21 2010 - 2:00pm,complete,13585,Bristol City,Barnsley,N/A,3,0.00,0.00,1.48,0.74,3,3,6,4,2,2,"19,21,62","4,12,51",-1,-1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,0,100,100,50,0,0,100,100,100,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ashton Gate (Bristol)
1282399200,Aug 21 2010 - 2:00pm,complete,9666,Preston North End,Portsmouth,David Webb,3,0.00,0.00,1.09,1.09,1,0,1,1,1,0,"18","",-1,-1,2,0,2,0,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,0,100,0,0,0,50,100,0,50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Deepdale (Preston)
1282399200,Aug 21 2010 - 2:00pm,complete,17324,Reading,Nottingham Forest,Lee Probert,3,0.00,0.00,1.76,1.17,1,1,2,1,1,0,"15","50",-1,-1,2,0,2,0,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,50,50,50,0,0,50,100,0,50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Madejski Stadium (Reading- Berkshire)
1282399200,Aug 21 2010 - 2:00pm,complete,24027,Cardiff City,Doncaster Rovers,Neil Swarbrick,3,1.00,3.00,1.79,0.78,4,0,4,1,1,0,"36,62,68,84","",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,50,100,0,0,0,50,100,0,50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Cardiff City Stadium (Cardiff (Caerdydd))
1282399200,Aug 21 2010 - 2:00pm,complete,20426,Hull City,Watford,Scott Mathieson,3,3.00,3.00,1.26,1.17,0,0,0,0,0,0,"","",-1,-1,2,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,50,100,50,50,50,50,100,50,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,KCOM Stadium (Hull)
1282399200,Aug 21 2010 - 2:00pm,complete,12046,Queens Park Rangers,Scunthorpe United,Graham Salisbury,3,3.00,3.00,2.13,0.96,2,0,2,2,2,0,"17,41","",-1,-1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,50,100,100,50,0,50,100,50,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Kiyan Prince Foundation Stadium (London)
1282399200,Aug 21 2010 - 2:00pm,complete,23852,Norwich City,Swansea City,N/A,3,0.00,0.00,1.96,1.36,2,0,2,0,0,0,"87,90","",-1,-1,2,0,1,0,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,50,100,50,50,50,50,100,50,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Carrow Road (Norwich- Norfolk)
1282399200,Aug 21 2010 - 2:00pm,complete,15516,Burnley,Leicester City,Geoff Eltringham,3,3.00,0.00,1.83,0.96,3,0,3,1,1,0,"44,62,74","",-1,-1,2,0,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,50,50,50,50,50,100,50,50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Turf Moor (Burnley)
1282399200,Aug 21 2010 - 2:00pm,complete,15781,Crystal Palace,Ipswich Town,Jonathan Moss,3,3.00,3.00,1.70,1.26,1,2,3,0,0,0,"90","51,56",-1,-1,2,1,2,1,1,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.50,100,100,100,100,50,50,100,100,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Selhurst Park (London)
1282479300,Aug 22 2010 - 12:15pm,complete,14633,Middlesbrough,Sheffield United,Dean Whitestone,3,0.00,1.00,1.61,0.70,1,0,1,0,0,0,"52","",-1,-1,2,0,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,100,100,50,50,0,0,100,50,100,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Riverside Stadium (Middlesbrough)
1283004000,Aug 28 2010 - 2:00pm,complete,11767,Barnsley,Middlesbrough,Keith Hill,4,3.00,1.00,1.70,1.09,2,0,2,1,1,0,"28,90","",-1,-1,1,0,2,0,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.50,0,0,0,0,0,0,50,0,0,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Oakwell (Barnsley- South Yorkshire)
1283004000,Aug 28 2010 - 2:00pm,complete,5292,Scunthorpe United,Crystal Palace,Dean Whitestone,4,0.00,0.00,0.87,0.39,3,0,3,2,2,0,"33,44,71","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,50,0,50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sands Venue Stadium (Scunthorpe)
1283004000,Aug 28 2010 - 2:00pm,complete,11688,Millwall,Coventry City,Jonathan Moss,4,3.00,1.00,1.83,1.00,3,1,4,1,1,0,"17,75,79","60",-1,-1,1,0,1,1,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,50,100,100,100,0,50,100,100,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The Den (London)
1283004000,Aug 28 2010 - 2:00pm,complete,21890,Nottingham Forest,Norwich City,Scott Mathieson,4,1.00,3.00,2.00,1.70,1,1,2,2,1,1,"35","42",-1,-1,2,0,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.50,50,50,0,0,0,50,50,0,50,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The City Ground (Nottingham- Nottinghamshire)
1283004000,Aug 28 2010 - 2:00pm,complete,11149,Doncaster Rovers,Hull City,Lee Mason,4,1.00,0.00,1.30,1.57,3,1,4,3,2,1,"2,44,69","9",-1,-1,0,0,4,0,0,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,100,50,50,0,50,50,100,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The Keepmoat Stadium (Doncaster- South Yorkshire)
1283004000,Aug 28 2010 - 2:00pm,complete,15135,Swansea City,Burnley,N/A,4,3.00,1.00,2.21,1.13,1,0,1,1,1,0,"8","",-1,-1,3,1,3,1,0,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,100,50,50,0,50,50,50,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Liberty Stadium (Swansea)
1283004000,Aug 28 2010 - 2:00pm,complete,19692,Sheffield United,Preston North End,Ian Williamson,4,0.00,0.00,1.13,0.74,1,0,1,0,0,0,"74","",-1,-1,2,0,1,0,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,0,100,100,50,0,100,100,0,50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Bramall Lane (Sheffield)
1283004000,Aug 28 2010 - 2:00pm,complete,14039,Watford,Leeds United,N/A,4,1.00,1.00,1.48,1.35,0,1,1,1,0,1,"","6",-1,-1,1,0,3,0,0,1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,100,100,50,50,0,50,100,50,50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Vicarage Road (Watford)
1283004000,Aug 28 2010 - 2:00pm,complete,15866,Portsmouth,Cardiff City,N/A,4,1.00,3.00,1.43,1.58,0,2,2,1,0,1,"","37,49",-1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,100,100,50,0,0,50,100,0,100,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fratton Park (Portsmouth)
1283004000,Aug 28 2010 - 2:00pm,complete,19011,Ipswich Town,Bristol City,Mick Russell,4,1.00,1.00,1.43,1.13,2,0,2,0,0,0,"59,74","",-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,100,100,0,0,0,0,0,100,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Portman Road (Ipswich- Suffolk)
1283004000,Aug 28 2010 - 2:00pm,complete,25874,Derby County,Queens Park Rangers,Mark Heywood,4,0.00,3.00,1.22,1.70,2,2,4,1,1,0,"40,59","90,90",-1,-1,1,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,100,100,0,0,100,100,0,50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pride Park Stadium (Derby)
1283012400,Aug 28 2010 - 4:20pm,complete,19611,Leicester City,Reading,N/A,4,1.00,1.00,1.96,1.54,1,2,3,1,0,1,"52","22,86",-1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.00,50,50,0,0,0,0,50,0,50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,King Power Stadium (Leicester- Leicestershire)
1284204600,Sep 11 2010 - 11:30am,complete,20060,Coventry City,Leicester City,Anthony Taylor,5,3.00,0.00,1.39,0.96,1,1,2,1,1,0,"40","76",-1,-1,3,0,1,0,0,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.25,50,100,75,25,25,25,100,75,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ricoh Arena (Coventry- West Midlands)
1284206400,Sep 11 2010 - 12:00pm,complete,25749,Derby County,Sheffield United,N/A,5,0.50,0.50,1.22,0.70,0,1,1,1,0,1,"","15",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,75,75,50,25,0,25,75,25,100,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pride Park Stadium (Derby)
